Date1,Date2,month,Value,Ind_name,units,activity,partner,location,Pcode,state,District,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,TOWNSHIP_N,VillageTra,VillageWar,Longitude,Latitude
1/15/2014,1/15/2014,01/2014,700,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Sin Tet Maw,MMR012CMP019,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Sin Tet Maw,Sin Tet Maw (Ku Lar),92.993759,20.064226
8/5/2014,8/5/2014,08/2014,2404,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Thae Chaung (IDP in host families),MMR012CMP101,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Thea Chaung Ku Lar,92.839166,20.157311
5/11/2013,5/11/2013,05/2013,1200,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Ohn Taw Gyi (North),MMR012CMP115,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.798881,20.18994
12/30/2013,12/30/2013,12/2013,400,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Ohn Taw Chay,MMR012CMP098,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Say Tha Mar,Ohn Taw Shey,92.774194,20.206778
5/31/2014,5/31/2014,05/2014,5,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Ohn Taw Chay,MMR012CMP098,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Say Tha Mar,Ohn Taw Shey,92.774194,20.206778
1/14/2014,1/14/2014,01/2014,294,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Nget Chaung,MMR012CMP017,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pon Nar Gyi,Cha Eik,93.154552,20.073438
1/31/2014,1/31/2014,01/2014,25,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Ohn Taw Chay,MMR012CMP098,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Say Tha Mar,Ohn Taw Shey,92.774194,20.206778
1/6/2013,1/6/2013,01/2013,95,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Taung Bwe,MMR012CMP021,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ya Da Nar Pon,Ku Lar Taung Bway,93.000815,20.929649
1/6/2013,1/6/2013,01/2013,108,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Yun Nyar,MMR012CMP028,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Pauk Wa,Yun Nyar,92.96935,20.72759
12/12/2012,12/12/2012,12/2012,145,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,In Bar Yi,MMR012CMP026,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Doke Kan Chaung,In Bar Yi,93.0099,20.69682
12/12/2012,12/12/2012,12/2012,18,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Let Saung Kauk,MMR012CMP020,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Hpa Yar Paung,Taung Pauk,92.982676,20.805734
12/12/2012,12/12/2012,12/2012,107,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Yun Nyar,MMR012CMP028,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Pauk Wa,Yun Nyar,92.96935,20.72759
11/29/2012,11/29/2012,11/2012,44,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Kan Thar Htwat Wa,MMR012CMP013,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39288,Myebon,Meybon,Urban,Kan Thar Htwet Wa Ward,93.373951,20.041981
12/17/2012,12/17/2012,12/2012,80,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Nidin,MMR012CMP023,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Wa Kin,Ni Din,92.965981,20.865687
8/24/2012,8/24/2012,08/2012,40,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Shwe Hlaing,MMR012CMP029,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Sin Oe Chaing,Shwe Hlaing Ku Lar,92.9874,20.78332
10/11/2012,10/11/2012,10/2012,85,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Pha Yar Gyi Kwin,MMR012CMP036,Rakhine,Kyaukpyu,148,MMR,Myanmar,1862,Rakhine,22166,Kyaunkpyu,39281,Kyaukpyu,Kyauk_Phyu,Taung Yin,Ka Nyin Taw,93.552452,19.421102
12/12/2012,12/12/2012,12/2012,87,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Taung Bwe,MMR012CMP021,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ya Da Nar Pon,Ku Lar Taung Bway,93.000815,20.929649
10/11/2012,10/11/2012,10/2012,413,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Kyauk Ta Lone,MMR012CMP035,Rakhine,Kyaukpyu,148,MMR,Myanmar,1862,Rakhine,22166,Kyaunkpyu,39281,Kyaukpyu,Kyauk_Phyu,Gone Chein,Say Poke Kay,93.512326,19.424577
12/12/2012,12/12/2012,12/2012,105,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Goke Pi Htaunt,MMR012CMP027,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Goke Pi Htaunt,Goke Pi Htaunt (Ku Lar),93.01409,20.71326
12/12/2012,12/12/2012,12/2012,90,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Ah Lel Kyun,MMR012CMP025,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Lel Kyun,Ah Lel Kyun Ku Lar,93.01435,20.89674
6/30/2013,6/30/2013,06/2013,93,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Myoma Myauk,MMR012CMP083,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.362933,20.827044
6/30/2013,6/30/2013,06/2013,228,Kitchen Sets Distributed,Sets,NFI Distribution,UNHCR,Ah Htet Nan Yar,MMR012CMP034,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Chut Pyin,Chut Pyin,92.640022,20.569219
9/30/2013,9/30/2013,09/2013,56,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,In Bar Yi,MMR012CMP026,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Doke Kan Chaung,In Bar Yi,93.0099,20.69682
1/15/2014,1/15/2014,01/2014,807,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Sin Tet Maw,MMR012CMP019,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Sin Tet Maw,Sin Tet Maw (Ku Lar),92.993759,20.064226
1/30/2014,1/30/2014,01/2014,4,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Ah Pauk Wa,MMR012CMP024,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Pauk Wa,Ah Pauk Wa,92.961841,20.720213
1/14/2014,1/14/2014,01/2014,2800,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Sin Tet Maw,MMR012CMP019,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Sin Tet Maw,Sin Tet Maw (Ku Lar),92.993759,20.064226
10/16/2013,10/16/2013,10/2013,631,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Sat Roe Kya 1,MMR012CMP111,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Urban,Sut Yoe Kya Ward,92.887278,20.151472
12/12/2013,12/12/2013,12/2013,807,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Sin Tet Maw,MMR012CMP019,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Sin Tet Maw,Sin Tet Maw (Ku Lar),92.993759,20.064226
1/14/2014,1/14/2014,01/2014,1176,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Nget Chaung,MMR012CMP017,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pon Nar Gyi,Cha Eik,93.154552,20.073438
10/21/2013,10/21/2013,10/2013,250,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Set Yone Su,MMR012CMP056,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Set Yon Su Ward,0,92.88032,20.148584
1/6/2013,1/6/2013,01/2013,95,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Taung Bwe,MMR012CMP021,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ya Da Nar Pon,Ku Lar Taung Bway,93.000815,20.929649
1/6/2013,1/6/2013,01/2013,108,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Yun Nyar,MMR012CMP028,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Pauk Wa,Yun Nyar,92.96935,20.72759
12/12/2012,12/12/2012,12/2012,18,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Let Saung Kauk,MMR012CMP020,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Hpa Yar Paung,Taung Pauk,92.982676,20.805734
8/24/2012,8/24/2012,08/2012,230,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,In Bar Yi,MMR012CMP026,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Doke Kan Chaung,In Bar Yi,93.0099,20.69682
12/12/2012,12/12/2012,12/2012,107,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Yun Nyar,MMR012CMP028,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Pauk Wa,Yun Nyar,92.96935,20.72759
11/29/2012,11/29/2012,11/2012,44,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Kan Thar Htwat Wa,MMR012CMP013,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39288,Myebon,Meybon,Urban,Kan Thar Htwet Wa Ward,93.373951,20.041981
12/17/2012,12/17/2012,12/2012,80,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Nidin,MMR012CMP023,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Wa Kin,Ni Din,92.965981,20.865687
12/12/2012,12/12/2012,12/2012,116,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Goke Pi Htaunt,MMR012CMP027,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Goke Pi Htaunt,Goke Pi Htaunt (Ku Lar),93.01409,20.71326
12/12/2012,12/12/2012,12/2012,90,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Ah Pauk Wa,MMR012CMP024,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Pauk Wa,Ah Pauk Wa,92.961841,20.720213
6/30/2013,6/30/2013,06/2013,93,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Myoma Myauk,MMR012CMP083,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.362933,20.827044
6/30/2013,6/30/2013,06/2013,228,Complementary Kits Distributed,Kits,NFI Distribution,UNHCR,Ah Htet Nan Yar,MMR012CMP034,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Chut Pyin,Chut Pyin,92.640022,20.569219
9/30/2013,9/30/2013,09/2013,56,Plastic Buckets Distributed,Bucket,NFI Distribution,UNHCR,In Bar Yi,MMR012CMP026,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Doke Kan Chaung,In Bar Yi,93.0099,20.69682
1/30/2014,1/30/2014,01/2014,1,Plastic Buckets Distributed,Bucket,NFI Distribution,UNHCR,Ah Pauk Wa,MMR012CMP024,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Pauk Wa,Ah Pauk Wa,92.961841,20.720213
1/14/2014,1/14/2014,01/2014,700,Plastic Buckets Distributed,Bucket,NFI Distribution,UNHCR,Sin Tet Maw,MMR012CMP019,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Sin Tet Maw,Sin Tet Maw (Ku Lar),92.993759,20.064226
8/5/2014,8/5/2014,08/2014,2404,Plastic Buckets Distributed,Bucket,NFI Distribution,UNHCR,Thae Chaung (IDP in host families),MMR012CMP101,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Thea Chaung Ku Lar,92.839166,20.157311
5/11/2013,5/11/2013,05/2013,1200,Plastic Buckets Distributed,Bucket,NFI Distribution,UNHCR,Ohn Taw Gyi (North),MMR012CMP115,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.798881,20.18994
12/30/2013,12/30/2013,12/2013,400,Plastic Buckets Distributed,Bucket,NFI Distribution,UNHCR,Ohn Taw Chay,MMR012CMP098,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Say Tha Mar,Ohn Taw Shey,92.774194,20.206778
1/14/2014,1/14/2014,01/2014,294,Plastic Buckets Distributed,Bucket,NFI Distribution,UNHCR,Nget Chaung,MMR012CMP017,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pon Nar Gyi,Cha Eik,93.154552,20.073438
1/6/2013,1/6/2013,01/2013,95,Plastic Buckets Distributed,Bucket,NFI Distribution,UNHCR,Taung Bwe,MMR012CMP021,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ya Da Nar Pon,Ku Lar Taung Bway,93.000815,20.929649
1/6/2013,1/6/2013,01/2013,108,Plastic Buckets Distributed,Bucket,NFI Distribution,UNHCR,Yun Nyar,MMR012CMP028,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Pauk Wa,Yun Nyar,92.96935,20.72759
6/30/2013,6/30/2013,06/2013,93,Plastic Buckets Distributed,Bucket,NFI Distribution,UNHCR,Myoma Myauk,MMR012CMP083,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.362933,20.827044
6/30/2013,6/30/2013,06/2013,228,Plastic Buckets Distributed,Bucket,NFI Distribution,UNHCR,Ah Htet Nan Yar,MMR012CMP034,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Chut Pyin,Chut Pyin,92.640022,20.569219
9/30/2013,9/30/2013,09/2013,112,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,In Bar Yi,MMR012CMP026,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Doke Kan Chaung,In Bar Yi,93.0099,20.69682
1/30/2014,1/30/2014,01/2014,2,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Ah Pauk Wa,MMR012CMP024,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Pauk Wa,Ah Pauk Wa,92.961841,20.720213
1/14/2014,1/14/2014,01/2014,1400,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Sin Tet Maw,MMR012CMP019,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Sin Tet Maw,Sin Tet Maw (Ku Lar),92.993759,20.064226
1/15/2014,1/15/2014,01/2014,120,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Sin Tet Maw,MMR012CMP019,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Sin Tet Maw,Sin Tet Maw (Ku Lar),92.993759,20.064226
8/5/2014,8/5/2014,08/2014,12020,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Thae Chaung (IDP in host families),MMR012CMP101,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Thea Chaung Ku Lar,92.839166,20.157311
5/11/2013,5/11/2013,05/2013,6000,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Ohn Taw Gyi (North),MMR012CMP115,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.798881,20.18994
12/30/2013,12/30/2013,12/2013,800,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Ohn Taw Chay,MMR012CMP098,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Say Tha Mar,Ohn Taw Shey,92.774194,20.206778
5/31/2014,5/31/2014,05/2014,10,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Ohn Taw Chay,MMR012CMP098,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Say Tha Mar,Ohn Taw Shey,92.774194,20.206778
1/14/2014,1/14/2014,01/2014,588,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Nget Chaung,MMR012CMP017,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pon Nar Gyi,Cha Eik,93.154552,20.073438
1/31/2014,1/31/2014,01/2014,50,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Ohn Taw Chay,MMR012CMP098,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Say Tha Mar,Ohn Taw Shey,92.774194,20.206778
1/6/2013,1/6/2013,01/2013,190,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Taung Bwe,MMR012CMP021,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ya Da Nar Pon,Ku Lar Taung Bway,93.000815,20.929649
1/6/2013,1/6/2013,01/2013,216,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Yun Nyar,MMR012CMP028,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Pauk Wa,Yun Nyar,92.96935,20.72759
6/30/2013,6/30/2013,06/2013,186,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Myoma Myauk,MMR012CMP083,Rakhine,Maungdaw,148,MMR,Myanmar,1862,Rakhine,22167,Maungtaw,39284,Maungdaw,Maungdaw,Myo Ma (North) Ward,0,92.362933,20.827044
6/30/2013,6/30/2013,06/2013,456,Plastic Mats Distributed,Mats,NFI Distribution,UNHCR,Ah Htet Nan Yar,MMR012CMP034,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Chut Pyin,Chut Pyin,92.640022,20.569219
12/31/2013,12/31/2013,12/2013,24,Temporary Shelters Built,Blocks,Shelter Construction,Government,Chein Khar Li,MMR012CMP033,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Koe Tan Kauk,Chein Khar Li (Ku Lar),92.660361,20.408453
12/31/2013,12/31/2013,12/2013,12,Temporary Shelters Built,Blocks,Shelter Construction,Government,Ramree Ward 6,MMR012CMP037,Rakhine,Kyaukpyu,148,MMR,Myanmar,1862,Rakhine,22166,Kyaunkpyu,39283,Ramree,Ramree,Kha Maung Chi Taing,0,93.857593,19.088283
12/31/2013,12/31/2013,12/2013,4,Temporary Shelters Built,Blocks,Shelter Construction,Government,Ah Nauk Pyin,MMR012CMP032,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Ah Nauk Pyin,Ah Nauk Pyin,92.781294,20.399269
12/31/2013,12/31/2013,12/2013,75,Temporary Shelters Built,Blocks,Shelter Construction,Government,Khaung Doke Khar,MMR012CMP042,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Khaung Doke Kar,92.823167,20.181778
12/31/2013,12/31/2013,12/2013,78,Temporary Shelters Built,Blocks,Shelter Construction,Government,Maw Ti Ngar,MMR012CMP092,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Bu May,92.831,20.185917
12/31/2013,12/31/2013,12/2013,100,Temporary Shelters Built,Blocks,Shelter Construction,Government,Baw Du Pha 2,MMR012CMP114,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.807552,20.181406
12/31/2013,12/31/2013,12/2013,141,Temporary Shelters Built,Blocks,Shelter Construction,Government,Dar Pai,MMR012CMP041,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Bu May,Dar Paing Ywar Thit,92.827427,20.16846
12/31/2013,12/31/2013,12/2013,52,Temporary Shelters Built,Blocks,Shelter Construction,Government,Basare,MMR012CMP039,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,San Pya Ward,0,92.875814,20.128489
12/31/2013,12/31/2013,12/2013,40,Temporary Shelters Built,Blocks,Shelter Construction,Government,Baw Du Pha 1,MMR012CMP113,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39279,Sittwe (Akyab),Sittwe,Khaung Doke Kar,Baw Du Hpa,92.813028,20.179417
12/31/2013,12/31/2013,12/2013,29,Temporary Shelters Built,Blocks,Shelter Construction,Government,Koe Tan Kauk,MMR012CMP110,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Koe Tan Kauk,Koe Tan Kauk Ywar Ma,92.639589,20.447261
12/31/2013,12/31/2013,12/2013,7,Temporary Shelters Built,Blocks,Shelter Construction,Government,Nyaung Pin Gyi,MMR012CMP031,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22165,Buthidaung,39278,Ponnagyun & Rathedaung,Rathedaung,Nyaung Pin Gyi,Nyaung Pin Gyi (Ku Lar),92.785706,20.335864
12/31/2013,12/31/2013,12/2013,2,Temporary Shelters Built,Blocks,Shelter Construction,Government,Paik Thay,MMR012CMP001,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,Kin Seik,Kin Seik,93.271642,20.377523
12/31/2013,12/31/2013,12/2013,28,Temporary Shelters Built,Blocks,Shelter Construction,Government,Sam Ba Le,MMR012CMP008,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39286,Minbya,Minbya,San Bar Lay,Zi War,93.313628,20.407971
12/31/2013,12/31/2013,12/2013,14,Temporary Shelters Built,Blocks,Shelter Construction,Government,Yun Nyar,MMR012CMP028,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39285,Kyauktaw,Kyauktaw,Ah Pauk Wa,Yun Nyar,92.96935,20.72759
12/31/2013,12/31/2013,12/2013,10,Temporary Shelters Built,Blocks,Shelter Construction,Government,Aung Taing,MMR012CMP006,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Minbya,Sa Par Htar,Aung Taing,93.299485,20.480898
12/31/2013,12/31/2013,12/2013,3,Temporary Shelters Built,Blocks,Shelter Construction,Government,Ba Wan Chaung Wa Su,MMR012CMP015,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Urban,Ba Wan Chaung Wa Su Ward,93.067891,20.173468
12/31/2013,12/31/2013,12/2013,9,Temporary Shelters Built,Blocks,Shelter Construction,Government,Kyein Ni Pyin,MMR012CMP018,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39289,Pauktaw,Pauktaw,Pein Hne Chaung,Kyein Ni Pyin,93.010369,20.090183
12/31/2013,12/31/2013,12/2013,26,Temporary Shelters Built,Blocks,Shelter Construction,Government,Pa Rein,MMR012CMP009,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Mrauk_U,Pu Rein,Pu Rein,93.245551,20.576577
12/31/2013,12/31/2013,12/2013,46,Temporary Shelters Built,Blocks,Shelter Construction,Government,Yai Thei-Muslim,MMR012CMP010,Rakhine,Sittwe,148,MMR,Myanmar,1862,Rakhine,22168,Sittwe,39287,Mrauk-Oo,Mrauk_U,Yin Thei,Yin Thei,93.21704,20.501758
